Timestamp,Vehicle_ID,Speed (Km/h),Distance (Km),SoC (%),Acceleration (m/s²),Braking (m/s²),Terrain,Temperature (°C),Wind Speed (km/h),Elevation (m),Weather
2025-04-22 15:00:00,EV104,44.8,3.73,58.13,0.43,0.33,Flat,30.05,8.23,349.08,Foggy
2025-04-22 15:05:00,EV104,54.98,4.58,57.91,0.89,0.17,Flat,37.88,8.48,352.67,Foggy
2025-04-22 15:10:00,EV104,29.74,2.48,57.45,0.28,0.14,Uphill,28.45,10.14,347.87,Cloudy
2025-04-22 15:15:00,EV104,62.38,5.2,57.13,0.68,0.21,Hilly,39.34,19.6,349.27,Foggy
2025-04-22 15:20:00,EV104,48.78,4.07,56.88,0.6,0.2,Flat,30.4,7.17,352.4,Rainy
2025-04-22 15:25:00,EV104,41.99,3.5,56.54,0.21,0.53,Flat,35.14,16.18,355.32,Clear
2025-04-22 15:30:00,EV104,50.79,4.23,56.07,0.64,0.24,Hilly,27.0,6.14,357.67,Rainy
2025-04-22 15:35:00,EV104,62.86,5.24,55.68,0.44,0.16,Flat,29.41,9.12,362.44,Foggy
2025-04-22 15:40:00,EV104,37.45,3.12,55.49,0.44,0.41,Downhill,32.81,13.17,360.55,Foggy
2025-04-22 15:45:00,EV104,27.24,2.27,55.11,0.74,0.46,Uphill,33.77,13.56,364.58,Clear
2025-04-22 15:50:00,EV104,42.76,3.56,54.92,0.82,0.04,Hilly,29.38,11.43,369.19,Foggy
2025-04-22 15:55:00,EV104,54.01,4.5,54.48,0.16,0.56,Downhill,39.58,15.3,364.2,Clear
2025-04-22 16:00:00,EV104,42.63,3.55,54.28,0.42,0.45,Flat,39.72,15.18,365.93,Foggy
2025-04-22 16:05:00,EV104,44.91,3.74,53.93,0.6,0.07,Downhill,30.3,11.42,369.58,Foggy
2025-04-22 16:10:00,EV104,54.91,4.58,53.82,0.47,0.32,Downhill,36.76,16.38,372.76,Foggy
2025-04-22 16:15:00,EV104,39.09,3.26,53.41,0.64,0.07,Downhill,26.5,6.1,368.02,Rainy
2025-04-22 16:20:00,EV104,45.88,3.82,53.18,0.48,0.35,Uphill,35.27,7.1,365.76,Rainy
2025-04-22 16:25:00,EV104,47.31,3.94,52.93,0.68,0.29,Downhill,29.38,12.4,367.79,Foggy
2025-04-22 16:30:00,EV104,29.74,2.48,52.82,0.23,0.36,Hilly,25.53,12.69,367.21,Rainy
2025-04-22 16:35:00,EV104,41.66,3.47,52.55,0.52,0.3,Uphill,32.38,16.58,370.56,Foggy
2025-04-22 16:40:00,EV104,51.24,4.27,52.13,0.55,0.28,Downhill,34.94,15.77,370.86,Cloudy
2025-04-22 16:45:00,EV104,47.97,4.0,51.93,0.3,0.33,Flat,31.7,7.0,373.44,Rainy
2025-04-22 16:50:00,EV104,38.93,3.24,51.6,0.47,0.12,Downhill,35.78,18.31,369.67,Clear
2025-04-22 16:55:00,EV104,47.33,3.94,51.24,0.52,0.39,Flat,31.94,9.31,371.78,Cloudy
2025-04-22 17:00:00,EV104,41.8,3.48,50.99,0.16,0.33,Downhill,26.09,5.85,371.35,Cloudy
2025-04-22 17:05:00,EV104,43.65,3.64,50.58,0.24,0.73,Uphill,32.29,7.68,367.92,Sunny
2025-04-22 17:10:00,EV104,57.01,4.75,50.31,0.43,0.36,Uphill,35.03,14.49,364.44,Cloudy
2025-04-22 17:15:00,EV104,32.93,2.74,49.88,0.6,0.25,Hilly,33.29,14.6,367.05,Rainy
2025-04-22 17:20:00,EV104,40.9,3.41,49.48,0.55,0.45,Hilly,26.7,12.62,365.89,Sunny
2025-04-22 17:25:00,EV104,43.53,3.63,49.08,0.51,0.4,Downhill,33.59,7.51,362.31,Clear
2025-04-22 17:30:00,EV104,40.48,3.37,48.92,0.77,0.19,Flat,30.78,18.76,365.91,Foggy
2025-04-22 17:35:00,EV104,45.0,3.75,48.69,0.33,0.21,Uphill,28.23,12.12,368.16,Cloudy
2025-04-22 17:40:00,EV104,47.13,3.93,48.51,0.84,0.25,Uphill,36.5,17.39,371.74,Rainy
2025-04-22 17:45:00,EV104,31.17,2.6,48.17,0.52,0.37,Uphill,35.47,17.6,374.11,Rainy
2025-04-22 17:50:00,EV104,62.68,5.22,47.82,0.6,0.47,Flat,37.45,7.4,371.2,Sunny
2025-04-22 17:55:00,EV104,46.45,3.87,47.46,0.65,0.16,Downhill,36.41,17.98,370.36,Cloudy
2025-04-22 18:00:00,EV104,46.35,3.86,46.99,0.46,0.14,Uphill,38.12,13.16,375.34,Foggy
2025-04-22 18:05:00,EV104,42.2,3.52,46.53,0.23,0.41,Hilly,34.27,7.62,374.63,Cloudy
2025-04-22 18:10:00,EV104,49.52,4.13,46.33,0.58,0.42,Uphill,37.5,9.02,370.02,Cloudy
2025-04-22 18:15:00,EV104,35.53,2.96,45.89,0.87,0.0,Hilly,27.64,10.57,374.67,Rainy
2025-04-22 18:20:00,EV104,41.62,3.47,45.64,0.39,0.35,Uphill,33.37,14.1,369.67,Sunny
2025-04-22 18:25:00,EV104,34.45,2.87,45.27,0.61,0.16,Uphill,34.28,5.3,366.63,Foggy
2025-04-22 18:30:00,EV104,57.44,4.79,44.94,0.48,0.47,Downhill,30.68,9.19,365.13,Clear
2025-04-22 18:35:00,EV104,32.45,2.7,44.77,0.24,0.27,Hilly,38.52,7.89,368.68,Rainy
2025-04-22 18:40:00,EV104,51.1,4.26,44.38,0.44,0.45,Hilly,25.17,17.38,371.1,Foggy
2025-04-22 18:45:00,EV104,55.53,4.63,44.06,0.4,0.0,Flat,28.22,17.47,366.5,Cloudy
2025-04-22 18:50:00,EV104,37.58,3.13,43.64,0.49,0.14,Hilly,33.11,16.94,368.2,Clear
2025-04-22 18:55:00,EV104,38.49,3.21,43.29,0.77,0.31,Uphill,30.95,8.75,370.02,Clear
2025-04-22 19:00:00,EV104,51.73,4.31,43.06,0.58,0.22,Downhill,36.49,6.7,365.29,Clear
2025-04-22 19:05:00,EV104,37.63,3.14,42.8,0.65,0.56,Uphill,25.74,6.54,369.29,Clear
2025-04-22 19:10:00,EV104,44.46,3.7,42.64,0.57,0.21,Downhill,33.66,17.11,373.96,Clear
2025-04-22 19:15:00,EV104,53.89,4.49,42.32,0.7,0.42,Flat,36.2,18.22,374.0,Clear
2025-04-22 19:20:00,EV104,31.34,2.61,41.96,0.55,0.46,Hilly,29.35,15.04,378.11,Rainy
2025-04-22 19:25:00,EV104,53.62,4.47,41.48,0.32,0.0,Flat,38.4,8.72,379.46,Rainy
2025-04-22 19:30:00,EV104,63.42,5.29,41.25,0.56,0.1,Flat,30.24,6.41,374.9,Rainy
2025-04-22 19:35:00,EV104,50.79,4.23,40.97,0.6,0.25,Flat,26.03,6.22,372.07,Clear
2025-04-22 19:40:00,EV104,60.97,5.08,40.75,0.73,0.51,Hilly,35.58,11.27,369.39,Foggy
2025-04-22 19:45:00,EV104,46.13,3.84,40.5,0.43,0.62,Uphill,33.75,8.05,365.52,Foggy
2025-04-22 19:50:00,EV104,32.4,2.7,40.03,0.14,0.66,Uphill,36.21,8.78,366.95,Clear
2025-04-22 19:55:00,EV104,50.48,4.21,39.68,0.61,0.41,Hilly,35.25,19.29,366.42,Foggy
2025-04-22 20:00:00,EV104,41.34,3.44,39.5,0.59,0.35,Hilly,28.85,5.44,366.48,Sunny
2025-04-22 20:05:00,EV104,44.18,3.68,39.17,0.16,0.31,Flat,27.54,15.98,370.74,Sunny
2025-04-22 20:10:00,EV104,42.36,3.53,38.8,0.27,0.18,Uphill,32.75,11.65,373.91,Foggy
2025-04-22 20:15:00,EV104,30.6,2.55,38.49,0.59,0.11,Uphill,26.46,18.11,370.67,Sunny
2025-04-22 20:20:00,EV104,42.96,3.58,38.26,0.48,0.33,Hilly,25.83,13.45,374.57,Sunny
2025-04-22 20:25:00,EV104,43.18,3.6,37.82,0.44,0.39,Downhill,36.39,16.99,378.5,Cloudy
2025-04-22 20:30:00,EV104,46.95,3.91,37.57,0.29,0.86,Downhill,31.27,9.26,376.57,Clear
2025-04-22 20:35:00,EV104,45.85,3.82,37.41,0.38,0.32,Hilly,34.27,12.32,378.93,Sunny
2025-04-22 20:40:00,EV104,46.71,3.89,37.14,0.61,0.31,Uphill,32.58,17.85,379.85,Clear
2025-04-22 20:45:00,EV104,30.27,2.52,37.0,0.34,0.56,Hilly,37.18,12.35,379.3,Clear
2025-04-22 20:50:00,EV104,50.92,4.24,36.54,0.54,0.47,Uphill,34.41,17.5,382.32,Foggy
2025-04-22 20:55:00,EV104,44.65,3.72,36.4,0.54,0.0,Flat,29.67,14.18,377.38,Cloudy
2025-04-22 21:00:00,EV104,53.56,4.46,36.17,0.77,0.1,Uphill,33.27,14.17,378.24,Sunny
2025-04-22 21:05:00,EV104,66.89,5.57,35.99,0.41,0.26,Downhill,33.23,19.37,376.06,Clear
2025-04-22 21:10:00,EV104,47.67,3.97,35.88,0.34,0.41,Hilly,36.2,7.89,377.27,Clear
2025-04-22 21:15:00,EV104,40.12,3.34,35.65,0.76,0.74,Uphill,29.64,7.16,380.27,Clear
2025-04-22 21:20:00,EV104,48.07,4.01,35.37,0.41,0.37,Hilly,31.21,15.68,378.73,Cloudy
2025-04-22 21:25:00,EV104,56.36,4.7,34.88,0.66,0.17,Downhill,34.33,13.05,383.33,Clear
2025-04-22 21:30:00,EV104,41.05,3.42,34.39,0.39,0.27,Flat,36.82,11.18,381.84,Cloudy
2025-04-22 21:35:00,EV104,50.55,4.21,34.29,0.6,0.04,Downhill,38.85,12.87,385.22,Rainy
2025-04-22 21:40:00,EV104,54.11,4.51,33.99,0.52,0.0,Downhill,28.92,15.22,382.63,Sunny
2025-04-22 21:45:00,EV104,36.42,3.04,33.79,0.46,0.0,Flat,37.36,12.38,383.16,Clear
2025-04-22 21:50:00,EV104,43.85,3.65,33.5,0.62,0.43,Downhill,36.21,9.62,386.19,Rainy
2025-04-22 21:55:00,EV104,64.91,5.41,33.13,0.91,0.43,Flat,38.61,15.73,382.75,Cloudy
2025-04-22 22:00:00,EV104,40.47,3.37,32.76,0.45,0.24,Flat,25.21,10.89,387.6,Rainy
2025-04-22 22:05:00,EV104,57.89,4.82,32.33,0.66,0.0,Hilly,38.61,12.67,387.2,Clear
2025-04-22 22:10:00,EV104,45.49,3.79,32.04,0.54,0.46,Downhill,33.7,19.15,386.72,Clear
2025-04-22 22:15:00,EV104,43.28,3.61,31.63,0.67,0.48,Uphill,35.47,18.9,391.25,Foggy
2025-04-22 22:20:00,EV104,47.69,3.97,31.24,0.09,0.66,Hilly,37.91,8.94,392.43,Clear
2025-04-22 22:25:00,EV104,42.9,3.58,30.87,0.75,0.25,Hilly,31.82,5.25,395.3,Cloudy
2025-04-22 22:30:00,EV104,48.81,4.07,30.62,0.76,0.0,Uphill,38.27,15.53,393.64,Sunny
2025-04-22 22:35:00,EV104,35.88,2.99,30.41,0.4,0.51,Flat,35.23,14.65,393.95,Cloudy
2025-04-22 06:00:00,EV105,41.91,3.49,95.7,0.22,0.39,Uphill,35.6,17.58,356.5,Rainy
2025-04-22 06:05:00,EV105,46.91,3.91,95.55,0.62,0.27,Downhill,26.5,18.11,358.23,Clear
2025-04-22 06:10:00,EV105,31.48,2.62,95.2,0.22,0.19,Uphill,29.66,16.68,355.12,Cloudy
2025-04-22 06:15:00,EV105,56.28,4.69,94.82,0.35,0.15,Hilly,29.59,19.66,359.61,Cloudy
2025-04-22 06:20:00,EV105,50.33,4.19,94.68,0.5,0.18,Hilly,39.99,6.63,361.93,Sunny
2025-04-22 06:25:00,EV105,57.45,4.79,94.47,0.47,0.69,Uphill,28.12,13.52,361.87,Sunny
2025-04-22 06:30:00,EV105,63.1,5.26,94.17,0.17,0.46,Downhill,38.2,12.64,362.23,Sunny
2025-04-22 06:35:00,EV105,40.04,3.34,93.85,0.6,0.24,Flat,26.72,11.95,366.55,Cloudy
2025-04-22 06:40:00,EV105,50.57,4.21,93.6,0.52,0.48,Uphill,33.21,6.08,364.96,Clear
2025-04-22 06:45:00,EV105,58.03,4.84,93.33,0.39,0.25,Downhill,31.06,13.5,368.61,Cloudy
2025-04-22 06:50:00,EV105,35.28,2.94,93.04,0.49,0.13,Hilly,32.51,15.47,367.06,Cloudy
2025-04-22 06:55:00,EV105,28.02,2.34,92.68,0.37,0.39,Downhill,26.49,11.41,364.49,Sunny
2025-04-22 07:00:00,EV105,43.09,3.59,92.2,0.44,0.39,Hilly,36.35,11.3,364.65,Foggy
2025-04-22 07:05:00,EV105,15.39,1.28,91.82,0.56,0.34,Flat,28.27,12.03,368.37,Foggy
2025-04-22 07:10:00,EV105,48.65,4.05,91.54,0.33,0.58,Downhill,32.64,15.39,370.49,Foggy
2025-04-22 07:15:00,EV105,29.61,2.47,91.33,0.29,0.27,Uphill,36.4,6.61,366.53,Sunny
2025-04-22 07:20:00,EV105,48.32,4.03,91.23,0.55,0.03,Downhill,38.73,17.38,369.21,Cloudy
2025-04-22 07:25:00,EV105,46.2,3.85,90.84,0.17,0.29,Uphill,27.5,12.81,370.06,Foggy
2025-04-22 07:30:00,EV105,34.95,2.91,90.56,0.52,0.21,Downhill,36.79,14.12,374.28,Clear
2025-04-22 07:35:00,EV105,40.1,3.34,90.14,0.3,0.28,Downhill,27.19,6.54,371.89,Foggy
2025-04-22 07:40:00,EV105,58.7,4.89,89.7,0.38,0.25,Downhill,34.14,12.59,368.82,Foggy
2025-04-22 07:45:00,EV105,53.34,4.44,89.48,0.34,0.54,Flat,30.91,15.83,364.24,Rainy
2025-04-22 07:50:00,EV105,43.08,3.59,89.14,0.29,0.33,Flat,34.46,9.67,367.45,Cloudy
2025-04-22 07:55:00,EV105,60.12,5.01,88.89,0.35,0.3,Hilly,29.2,11.87,367.2,Cloudy
2025-04-22 08:00:00,EV105,34.43,2.87,88.51,0.24,0.53,Hilly,39.24,7.52,364.32,Foggy
2025-04-22 08:05:00,EV105,51.18,4.27,88.11,0.4,0.23,Hilly,38.51,12.52,365.96,Foggy
2025-04-22 08:10:00,EV105,49.66,4.14,87.73,0.45,0.03,Flat,38.85,12.12,368.77,Foggy
2025-04-22 08:15:00,EV105,47.61,3.97,87.5,0.59,0.25,Hilly,33.03,19.72,366.52,Rainy
2025-04-22 08:20:00,EV105,47.83,3.99,87.05,1.05,0.33,Hilly,25.41,14.69,366.36,Cloudy
2025-04-22 08:25:00,EV105,67.94,5.66,86.87,0.49,0.34,Hilly,29.49,13.05,362.3,Rainy
2025-04-22 08:30:00,EV105,42.03,3.5,86.52,0.32,0.03,Flat,26.73,6.3,366.64,Rainy
2025-04-22 08:35:00,EV105,49.75,4.15,86.03,0.45,0.57,Hilly,25.96,16.9,366.05,Foggy
2025-04-22 08:40:00,EV105,45.57,3.8,85.58,0.6,0.29,Uphill,33.21,19.45,363.09,Rainy
2025-04-22 08:45:00,EV105,42.95,3.58,85.37,0.76,0.45,Hilly,34.58,13.61,367.82,Foggy
2025-04-22 08:50:00,EV105,67.02,5.59,85.23,0.53,0.42,Flat,28.67,7.44,363.08,Clear
2025-04-22 08:55:00,EV105,47.19,3.93,84.81,0.15,0.56,Hilly,34.72,13.31,364.28,Sunny
2025-04-22 09:00:00,EV105,29.42,2.45,84.68,0.41,0.42,Downhill,27.49,18.62,359.29,Foggy
2025-04-22 09:05:00,EV105,45.93,3.83,84.52,0.49,0.22,Flat,26.35,8.24,363.52,Sunny
2025-04-22 09:10:00,EV105,48.46,4.04,84.07,0.48,0.03,Downhill,29.53,7.69,362.81,Foggy
2025-04-22 09:15:00,EV105,52.76,4.4,83.96,0.28,0.74,Hilly,35.12,15.91,367.39,Foggy
2025-04-22 09:20:00,EV105,39.08,3.26,83.48,0.47,0.3,Downhill,39.5,13.9,368.71,Sunny
2025-04-22 09:25:00,EV105,50.05,4.17,83.32,0.27,0.74,Uphill,38.9,7.39,367.12,Clear
2025-04-22 09:30:00,EV105,31.15,2.6,82.95,0.06,0.25,Downhill,31.96,13.18,366.29,Foggy
2025-04-22 09:35:00,EV105,43.88,3.66,82.63,0.4,0.41,Flat,37.47,10.84,364.64,Cloudy
2025-04-22 09:40:00,EV105,51.59,4.3,82.48,0.57,0.46,Hilly,25.75,5.01,369.62,Sunny
2025-04-22 09:45:00,EV105,51.56,4.3,82.37,0.49,0.14,Flat,28.53,13.64,366.84,Rainy
2025-04-22 09:50:00,EV105,44.71,3.73,82.12,0.46,0.44,Uphill,35.43,13.83,365.89,Clear
2025-04-22 09:55:00,EV105,27.61,2.3,81.9,0.33,0.52,Hilly,28.58,18.78,362.75,Cloudy
2025-04-22 10:00:00,EV105,54.34,4.53,81.76,0.36,0.36,Hilly,26.72,14.73,358.59,Clear
2025-04-22 10:05:00,EV105,68.64,5.72,81.62,0.48,0.41,Flat,31.29,8.39,361.51,Rainy
2025-04-22 10:10:00,EV105,55.42,4.62,81.14,0.89,0.0,Flat,30.56,14.79,361.13,Sunny
2025-04-22 10:15:00,EV105,50.28,4.19,80.85,0.46,0.44,Flat,37.2,19.3,364.68,Clear
2025-04-22 10:20:00,EV105,50.08,4.17,80.51,0.7,0.1,Downhill,32.07,19.56,361.75,Sunny
2025-04-22 10:25:00,EV105,35.01,2.92,80.03,0.46,0.45,Uphill,30.84,18.62,360.06,Sunny
2025-04-22 10:30:00,EV105,35.27,2.94,79.57,0.63,0.37,Flat,26.46,10.11,357.63,Foggy
2025-04-22 10:35:00,EV105,48.61,4.05,79.23,0.47,0.28,Flat,37.99,19.92,356.48,Sunny
2025-04-22 10:40:00,EV105,53.67,4.47,78.94,0.17,0.38,Hilly,28.02,10.06,359.71,Clear
2025-04-22 10:45:00,EV105,28.63,2.39,78.81,1.0,0.39,Downhill,33.24,7.57,364.47,Cloudy
2025-04-22 10:50:00,EV105,42.39,3.53,78.59,0.05,0.35,Hilly,29.89,14.56,368.6,Clear
2025-04-22 10:55:00,EV105,55.42,4.62,78.21,0.67,0.24,Hilly,28.54,5.16,372.51,Cloudy
2025-04-22 11:00:00,EV105,53.62,4.47,78.01,0.67,0.47,Downhill,39.0,9.27,370.01,Foggy
2025-04-22 11:05:00,EV105,27.72,2.31,77.66,0.44,0.42,Hilly,25.2,13.22,369.24,Cloudy
2025-04-22 11:10:00,EV105,43.1,3.59,77.22,0.15,0.64,Uphill,33.43,16.11,365.78,Foggy
2025-04-22 11:15:00,EV105,38.92,3.24,77.11,0.26,0.43,Downhill,27.68,10.57,368.85,Foggy
2025-04-22 11:20:00,EV105,61.99,5.17,76.94,0.36,0.5,Uphill,27.0,16.52,371.13,Sunny
2025-04-22 11:25:00,EV105,36.57,3.05,76.81,0.56,0.38,Flat,25.99,14.88,371.48,Sunny
2025-04-22 11:30:00,EV105,39.88,3.32,76.42,0.51,0.05,Flat,30.03,18.21,369.99,Foggy
2025-04-22 11:35:00,EV105,45.67,3.81,76.26,0.9,0.0,Uphill,28.52,18.65,372.89,Cloudy
2025-04-22 11:40:00,EV105,59.5,4.96,76.0,0.21,0.35,Flat,27.27,11.04,376.08,Rainy
2025-04-22 11:45:00,EV105,43.42,3.62,75.76,0.35,0.39,Downhill,32.01,16.0,375.37,Sunny
2025-04-22 11:50:00,EV105,44.71,3.73,75.56,0.17,0.31,Flat,39.46,13.04,376.74,Clear
2025-04-22 11:55:00,EV105,35.5,2.96,75.45,0.62,0.11,Hilly,25.36,9.33,381.57,Rainy
2025-04-22 12:00:00,EV105,32.78,2.73,74.98,0.13,0.0,Uphill,29.7,9.4,385.92,Foggy
2025-04-22 12:05:00,EV105,23.93,1.99,74.68,0.39,0.92,Downhill,27.77,13.62,384.68,Rainy
2025-04-22 12:10:00,EV105,47.36,3.95,74.35,0.4,0.09,Downhill,27.07,15.77,381.05,Foggy
2025-04-22 12:15:00,EV105,55.24,4.6,74.0,0.45,0.4,Hilly,25.89,19.16,380.49,Clear
2025-04-22 12:20:00,EV105,42.93,3.58,73.8,0.57,0.24,Hilly,35.43,6.69,385.45,Clear
2025-04-22 12:25:00,EV105,51.81,4.32,73.37,0.79,0.42,Flat,32.2,17.27,388.46,Foggy
2025-04-22 12:30:00,EV105,17.13,1.43,73.27,0.35,0.16,Flat,36.34,17.76,385.98,Foggy
2025-04-22 12:35:00,EV105,43.94,3.66,72.84,0.72,0.54,Uphill,38.74,17.25,388.3,Rainy
2025-04-22 12:40:00,EV105,36.18,3.02,72.43,0.37,0.59,Flat,27.45,5.53,385.86,Foggy
2025-04-22 12:45:00,EV105,56.3,4.69,72.22,0.86,0.0,Flat,30.06,8.29,390.81,Cloudy
2025-04-22 12:50:00,EV105,45.58,3.8,71.73,0.84,0.0,Hilly,32.25,6.21,392.57,Clear
2025-04-22 12:55:00,EV105,44.29,3.69,71.25,0.19,0.13,Flat,32.0,19.71,396.99,Rainy
2025-04-22 13:00:00,EV105,49.55,4.13,70.93,0.32,0.78,Hilly,33.01,8.9,396.72,Rainy
2025-04-22 13:05:00,EV105,45.19,3.77,70.81,0.1,0.01,Uphill,39.43,7.18,393.66,Cloudy
2025-04-22 13:10:00,EV105,44.31,3.69,70.42,0.78,0.05,Uphill,30.94,14.43,392.67,Cloudy
2025-04-22 13:15:00,EV105,39.95,3.33,70.15,0.68,0.44,Uphill,25.59,11.0,396.65,Rainy
2025-04-22 13:20:00,EV105,51.97,4.33,69.69,0.41,0.57,Uphill,32.78,18.23,392.84,Foggy
2025-04-22 13:25:00,EV105,52.59,4.38,69.26,0.55,0.42,Uphill,27.19,10.63,389.23,Clear
2025-04-22 13:30:00,EV105,55.93,4.66,68.98,0.56,0.3,Flat,34.95,10.08,393.08,Rainy
2025-04-22 13:35:00,EV105,41.89,3.49,68.75,0.64,0.36,Hilly,31.77,12.11,390.69,Foggy
2025-04-22 13:40:00,EV105,27.91,2.33,68.47,0.36,0.33,Uphill,36.79,8.61,387.82,Cloudy
2025-04-22 13:45:00,EV105,44.85,3.74,68.15,0.68,0.25,Hilly,30.5,5.09,383.43,Rainy
2025-04-22 13:50:00,EV105,55.93,4.66,67.83,0.58,0.0,Hilly,27.34,12.14,385.27,Cloudy
2025-04-22 13:55:00,EV105,43.07,3.59,67.34,0.51,0.0,Hilly,25.6,16.31,382.35,Rainy
2025-04-22 14:00:00,EV105,32.36,2.7,67.04,0.35,0.34,Flat,26.69,5.79,384.9,Rainy
2025-04-22 14:05:00,EV105,54.22,4.52,66.81,0.68,0.08,Flat,27.93,16.18,380.99,Rainy
2025-04-22 14:10:00,EV105,45.9,3.83,66.55,0.33,0.76,Hilly,29.78,16.58,382.64,Sunny
2025-04-22 14:15:00,EV105,54.7,4.56,66.24,0.6,0.25,Hilly,27.8,5.98,381.91,Cloudy
2025-04-22 14:20:00,EV105,26.04,2.17,65.82,0.7,0.15,Uphill,39.54,7.09,385.81,Cloudy
2025-04-22 14:25:00,EV105,38.4,3.2,65.71,0.27,0.72,Hilly,28.73,12.96,382.2,Rainy
2025-04-22 14:30:00,EV105,49.74,4.14,65.26,0.75,0.07,Uphill,25.8,14.54,379.61,Cloudy
2025-04-22 14:35:00,EV105,63.93,5.33,64.93,0.66,0.47,Flat,33.95,13.76,379.87,Foggy
2025-04-22 14:40:00,EV105,46.22,3.85,64.81,0.11,0.03,Hilly,37.7,7.47,382.98,Cloudy
2025-04-22 14:45:00,EV105,38.56,3.21,64.38,0.56,0.54,Downhill,26.41,14.55,382.72,Clear
2025-04-22 14:50:00,EV105,41.18,3.43,63.98,0.27,0.41,Downhill,39.03,17.28,387.08,Cloudy
2025-04-22 14:55:00,EV105,46.25,3.85,63.8,0.56,0.12,Flat,32.07,9.69,390.46,Clear
2025-04-22 15:00:00,EV105,53.41,4.45,63.41,0.54,0.27,Downhill,29.24,12.22,392.4,Sunny
2025-04-22 15:05:00,EV105,36.97,3.08,62.95,0.61,0.53,Downhill,31.21,11.0,396.53,Foggy
2025-04-22 15:10:00,EV105,41.68,3.47,62.67,0.37,0.22,Hilly,25.85,15.15,396.57,Cloudy
2025-04-22 15:15:00,EV105,39.59,3.3,62.29,0.2,0.54,Uphill,35.8,9.5,394.37,Sunny
2025-04-22 15:20:00,EV105,52.04,4.34,61.81,0.29,0.71,Hilly,27.75,18.7,397.87,Rainy
2025-04-22 15:25:00,EV105,43.84,3.65,61.56,0.67,0.0,Downhill,27.44,10.12,396.66,Clear
2025-04-22 15:30:00,EV105,63.8,5.32,61.33,0.28,0.24,Hilly,26.68,5.06,392.54,Rainy
2025-04-22 15:35:00,EV105,52.37,4.36,61.21,0.53,0.3,Downhill,30.17,19.8,396.33,Sunny
2025-04-22 15:40:00,EV105,34.45,2.87,60.79,0.27,0.44,Flat,32.67,18.1,396.77,Foggy
2025-04-22 15:45:00,EV105,52.12,4.34,60.35,0.46,0.6,Hilly,37.73,8.43,396.46,Clear
2025-04-22 15:50:00,EV105,58.65,4.89,60.07,0.56,0.35,Downhill,38.27,5.74,398.19,Sunny
2025-04-22 15:55:00,EV105,34.02,2.84,59.81,0.56,0.13,Downhill,35.41,12.5,401.53,Clear
2025-04-22 16:00:00,EV105,40.94,3.41,59.68,0.73,0.05,Flat,30.66,16.11,403.39,Foggy
2025-04-22 16:05:00,EV105,56.54,4.71,59.39,0.35,0.14,Hilly,38.66,7.88,398.76,Cloudy
2025-04-22 16:10:00,EV105,52.5,4.37,59.14,0.61,0.13,Downhill,35.56,12.49,394.84,Rainy
2025-04-22 16:15:00,EV105,44.3,3.69,59.04,0.41,0.39,Downhill,34.66,11.02,391.61,Clear
2025-04-22 16:20:00,EV105,49.98,4.17,58.61,0.51,0.09,Hilly,27.36,6.84,387.73,Clear
2025-04-22 16:25:00,EV105,50.11,4.18,58.5,0.44,0.35,Hilly,39.22,19.73,392.38,Sunny
2025-04-22 16:30:00,EV105,45.17,3.76,58.13,0.29,0.27,Downhill,39.42,13.9,392.93,Sunny
2025-04-22 16:35:00,EV105,18.95,1.58,57.87,0.42,0.44,Flat,38.36,8.78,388.4,Foggy
2025-04-22 16:40:00,EV105,56.44,4.7,57.52,0.56,0.39,Flat,35.32,14.95,388.0,Clear
2025-04-22 16:45:00,EV105,56.97,4.75,57.27,0.6,0.38,Flat,26.4,18.76,390.72,Clear
2025-04-22 16:50:00,EV105,46.3,3.86,56.82,0.69,0.0,Hilly,28.04,19.56,393.68,Clear
2025-04-22 16:55:00,EV105,46.29,3.86,56.43,0.63,0.38,Hilly,30.03,10.76,397.77,Rainy
2025-04-22 17:00:00,EV105,46.62,3.88,56.33,0.61,0.08,Flat,26.48,17.08,392.91,Sunny
2025-04-22 17:05:00,EV105,45.6,3.8,55.91,0.38,0.42,Uphill,38.18,7.22,390.47,Sunny
2025-04-22 17:10:00,EV105,39.9,3.32,55.59,0.38,0.51,Flat,38.25,9.76,390.11,Clear
2025-04-22 17:15:00,EV105,48.22,4.02,55.46,0.68,0.46,Hilly,32.23,5.07,392.71,Clear
2025-04-22 17:20:00,EV105,79.27,6.61,55.11,0.49,0.09,Hilly,26.09,18.76,387.79,Rainy
2025-04-22 17:25:00,EV105,47.83,3.99,54.85,0.89,0.09,Uphill,29.86,14.72,390.68,Sunny
2025-04-22 17:30:00,EV105,44.6,3.72,54.61,0.27,0.28,Flat,30.72,15.27,390.1,Clear
2025-04-22 17:35:00,EV105,71.18,5.93,54.33,0.36,0.31,Flat,27.45,12.07,395.05,Sunny
2025-04-22 17:40:00,EV105,51.98,4.33,53.96,0.58,0.54,Flat,28.62,10.2,399.83,Clear
2025-04-22 17:45:00,EV105,49.99,4.17,53.51,0.56,0.11,Flat,37.82,12.17,399.59,Foggy
2025-04-22 17:50:00,EV105,38.95,3.25,53.26,0.6,0.33,Hilly,37.75,18.85,397.21,Cloudy
2025-04-22 17:55:00,EV105,55.92,4.66,53.1,0.77,0.27,Downhill,26.41,14.74,395.27,Cloudy
